appended,state,order,title,altName,cer,lat,lon,writ,type,countr,ha,bibl
2022-06-24-(15-33-50),new,1110,Bīt-Saʾalli,"Bīt-Saʾalli, Bīt-Šaʾalli, Bit-Šaʾalli",–,–,–,"DUMU-<sup>m</sup>šá-ʾa-al-li, 𒌉𒁹𒃻𒀪𒀠𒇷, KUR-šá-ʾa-al-li, 𒆳𒃻𒀪𒀠𒇷, KUR.É-<sup>m</sup>sa-ʾa-al, 𒆳𒂍𒁹𒊓𒀪𒀠, KUR.É-<sup>m</sup>sa-ʾa-al-la, 𒆳𒂍𒁹𒊓𒀪𒀠𒆷, KUR.É-<sup>m</sup>sa-ʾa-al-li, 𒆳𒂍𒁹𒊓𒀪𒀠𒇷, KUR.É-<sup>m</sup>sa-ʾa-al-lu, 𒆳𒂍𒁹𒊓𒀪𒀠𒇻, KUR.É-<sup>m</sup>sa-a-la, 𒆳𒂍𒁹𒊓𒀀𒆷","Chaldean tribe, territory","Southern Babylonia, Iraq",–,"Bagg RGTC 7 3/1: 145–146, Parpola Toponyms: 88, <a href=https://www.ucl.ac.uk/sargon/peoplegodsplaces/>Assyrian empire builders</a>"
2022-06-24-(18-21-24),new,1111,Tuʾmūna,"Tuʾmūna, Tuʾmuna, Tuʾmana, Tuʾumuna",–,–,–,"KUR.tu-uʾ-mu-na, 𒆳𒌅𒀪𒈬𒈾, LÚ.tu-uʾ-mu-na, 𒇽𒌅𒀪𒈬𒈾, LÚ.KUR.tu-uʾ-mu-na, 𒇽𒆳𒌅𒀪𒈬𒈾, LÚ.tu-uʾ-ma-na-a-a, 𒇽𒌅𒀪𒈠𒈾𒀀𒀀, LÚ.tu-uʾ-na-a-a, 𒇽𒌅𒀪𒈾𒀀𒀀, LÚ.KUR.tu-uʾ-mu-na-a-a, 𒇽𒆳𒌅𒀪𒈬𒈾𒀀","Aramean tribe, lerritory","Babylonia, Iraq",–,"Bagg RGTC 7 3/2: 570–571, Parpola Toponyms: 358 (Tuʾmuna)"
2022-06-24-(18-56-02),new,1112,Kullaba,"Kullaba, Kullabi, Kulaba, Kullab",–,–,–,"kul-aba<sub>4</sub>, 𒆰𒀕, kul-aba<sub>4</sub>.KI, 𒆰𒀕𒆠, kul-la-ba.KI, 𒆰𒆷𒁀𒆠, URU.kul-la-ba, 𒌷𒆰𒆷𒁀",fortified city,"Bīt-Iakīn, Babylonia, Iraq",–,"Bagg RGTC 7 3/1: 354–355, Parpola Toponyms: 213"
2022-06-24-(19-31-01),new,1113,Riḫīḫu,"Riḫīḫu, Raḫīḫu, Riḫiḫu, Riḫiḫu",–,–,–,"KUR.ra-ḫi-ḫa, 𒆳𒊏𒄭𒄩, LÚ.ri-ḫi-ḫu, 𒇽𒊑𒄭𒄷","Aramean tribe, territory","Babylonia, Iraq",–,"Bagg RGTC 7 3/2: 485, Parpola Toponyms: 294"
2022-07-08-(19-47-03),new,1115,Ḫatḫariba,"Ḫatḫariba, Hathariba, Limmer-iššak-Aššur, Limmir-iššâk-Aššur, Limmir-iššak-Aššur, Līmmir-isšiak-Aššur, Athribis, Tall Aṯrīb, Tell Atrib, Banha, Banhā, بنها",–,30.47059278247387,31.18689067392604,URU.ḫa-at-ḫa-ri-ba<br>𒌷𒄩𒀜𒄩𒊑𒁀<br>URU.ḫa-at-ḫi-ri-bi<br>𒌷𒄩𒀜𒄭𒊑𒁉<br>URU.li-mer-ÉNSI-aš-šur<br>𒌷𒇷𒂇𒉺𒋼𒋛𒀸𒋩<br>ḥw.t-tꜣ-ḥrj-jb<br>ḥwt (tꜣ) ḥrj-jb<br>kmwj<br>km-wr,city,"Muṣur, Egypt",–,"Bagg RGTC 7 2/1: 221 (Ḫatḫariba), Bagg RGTC 7 2/1: 371 (Limmer-iššak-Aššur), Parpola Toponyms: 157 (Ḫatḫariba), Parpola Toponyms: 227 (Limmir-iššak-Aššur), <a href=https://zenodo.org/record/6384045>Pedersén ANE: Athribis (Tell Atrib)</a>, <a href=https://pleiades.stoa.org/places/727078>Pleiades: Athribis (Lower Egypt)</a>, <a href=https://www.geonames.org/9781579/athribis-tell-atrib-southeast-baths-greek-bath.html>Geonames: Athribis/Tell Atrib</a>, <a href=https://www.geonames.org/359280/banha.html>Geonames: Banhā</a>, <a href=http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html>RINAP Glossary: Places (Hathariba [ATHRIBIS])</a>, <a href=http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html>RINAP Glossary: Places (Limmer-iššak-Aššur)</a>"
2022-07-20-(15-59-24),new,1116,Nabātu,"Nabātu, Nabâtu, Nabāta, Nabatu, Nabatean",–,–,–,"LÚ.na-ba-a-tu, 𒇽𒈾𒁀𒀀𒌅, LÚ.na-ba-tu, 𒇽𒈾𒁀𒌅, LÚ.na-ba-tú, 𒇽𒈾𒁀𒌓, LÚ.na-bat-a-a, 𒇽𒈾𒁁𒀀𒀀",Aramean tribe,"Babylonia, Iraq",–,"Bagg RGTC 7 3/1: 419–420, Parpola Toponyms: 254, <a href=http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html>SAAo Glossary: Ethnic (Nabataya)</a>, <a href=http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html>RINAP Glossary: Ethnic (Nabatu)</a>"
2022-07-28-(10-55-37),new,1118,Sur Muhreh,"Sur Muhreh, Sur Mureh, Sur Muhra, Sūr Muhra, Sūr Murʾeh, Sūr Murʿeh",1,34.312917,42.261264,–,fortress,"Sūḫu, Iraq","Bagg RGTC 7 2/1: 236, <i>Excavations in Iraq, 1979-80</i>, Iraq 43/2 (1981): 197, Morello (2010): <i>Fortificazioni di Frontiera di Epoca Neo-Assira</i>: 213, <a href=https://books.openedition.org/cdf/4487>MTT I/3: Sur Mureh / Sūr Muhra (HIGEOMES Nr. 201)</a>",
2022-07-28-(11-46-22),new,1119,Sūzu,"Sūzu, Sūru, Suru",–,–,–,"URU.su-ru (?), 𒌷𒋢𒊒 (?), URU.su-zu (?), 𒌷𒋢𒍪 (?)",town,"Central Assyria (?), Iraq (?)",Bagg RGTC 7 2/2: 457 (Sūru 3 (?)),
2023-01-12-(14-33-46),new,1120,Ein Gedi,"Ein Gedi, Ejn Gedi, ʿEn Gedi, 'En Gedi, עֵין גֶּדִי, عين جدي, Tel Goren, תל גרן, Tell el-Jurn, تل الجرون",–,31.46016983895548,35.38898717423667,–,–,Israel,–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: 'En Gedi (Tel Goren)</a>
2023-01-12-(19-05-53),new,1121,Garšana,"Garšana, Tell Baridiyah (?), Tall Baridiyah (?), تل بردية",–,31.44331549333923,46.11918690980465,–,–,Iraq,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Garšana (Tall Baridiyah)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Garšana / Tall Baridiyah (?)</a>"
2023-01-19-(21-21-03),new,1122,Bīt-Ibâ,"Bīt-Ibâ, Bit-Ibâ, Bīt-Ibā",–,–,–,"É-<sup>m</sup>i-ba-a, 𒂍𒁹𒄿𒁀𒀀, É-<sup>m</sup>i-ba-a-a, 𒂍𒁹𒄿𒁀𒀀𒀀 ",town,"Babylonia, Bīt-Amukkāni",–,Bagg RGTC 7 3/1: 131
2023-01-19-(21-21-29),new,1123,Bīt-Ibâ,"Bīt-Ibâ, Bit-Ibâ, Bīt-Ibā",–,–,–,"É-<sup>m</sup>i-ba-a, 𒂍𒁹𒄿𒁀𒀀, É-<sup>m</sup>i-ba-a-a, 𒂍𒁹𒄿𒁀𒀀𒀀 ",town,"Babylonia, Bīt-Amukkāni",–,Bagg RGTC 7 3/1: 131
2023-01-19-(21-21-53),new,1124,Bīt-Ibâ,"Bīt-Ibâ, Bit-Ibâ, Bīt-Ibā",–,–,–,"É-<sup>m</sup>i-ba-a, 𒂍𒁹𒄿𒁀𒀀, É-<sup>m</sup>i-ba-a-a, 𒂍𒁹𒄿𒁀𒀀𒀀 ",town,"Babylonia, Bīt-Amukkāni",–,Bagg RGTC 7 3/1: 131
2023-01-19-(22-31-14),new,1123,Ruʾua,"Ruʾua, Ruʾuʾa",–,–,–,"LÚ.ru, 𒇽𒊒, LÚ.ru-ʾu-a, 𒇽𒊒𒀪𒀀, LÚ.ru-ʾu-u-a, 𒇽𒊒𒀪𒌋𒀀, LÚ.ru-ʾu-ú-a, 𒇽𒊒𒀪𒌑𒀀, LÚ.ru-ʾu-u8-a, 𒇽𒊒𒀪𒇇𒀀, LÚ.ru-ú-ʾa, 𒇽𒊒𒌑𒀪, LÚ.ru-u8-a, 𒇽𒊒𒇇𒀀, LÚ.ru-u-a-a, 𒇽𒊒𒌋𒀀𒀀, LÚ.ru-ú-a-a, 𒇽𒊒𒌑𒀀𒀀, KUR.ru-u-a-a-a, 𒆳𒊒𒌋𒀀𒀀𒀀, KUR.ru-ʾu-a-a, 𒆳𒊒𒀪𒀀𒀀, URU.ru-ʾu-a, 𒌷𒊒𒀪𒀀","Aramaic tribe, town (?)",Babylonia,–,"Bagg RGTC 7 3/2: 489–490 (Ruʾua 1; tribe), Bagg RGTC 7 3/2: 490–491 (Ruʾua 2 (?); town)"
2023-01-26-(16-28-53),new,1124,Muttabal,"Muttabal, Mutabal, Mutiabal",–,–,–,"mu-ta-bal.KI, 𒈬𒋫𒁄𒆠, URU.mu-ta-bal, 𒌷𒈬𒋫𒁄, mut-ta-bal, 𒄷𒄭𒋫𒁄","Amorite tribe, territory",Babylonia,–,Bagg RGTC 7 3/1: 418
2023-03-12-(23-45-44),new,1125,Akhetaton,"Akhetaton, Akhetaten, Tell el-Amarna, el-Amarna, Amarna, El-'Amarna, العمارنة",–,27.65033375722349,30.90067512792203,–,city,Egypt,–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Akhetaten (El-'Amarna)</a>
2023-03-16-(19-45-59),new,1126,Malgium,"Malgium, Malkum, Tell Yassir",–,32.56149180512663,45.10001575131218,–,city,"Babylonia, Iraq",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Malgium (Tell Yassir)</a>
2023-03-16-(20-28-46),new,1127,Mardaman,"Mardaman, Mardama, Bassetki, Bassatki, باستكي",1,36.9584448431981,42.72121014748242,–,city,"Asyria, Iraq",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Mardaman / Mardama (Bassetki)</a>
2023-03-16-(21-03-55),new,1128,Sabaʾa,"Sabaʾa, Š<sup>ə</sup>ḇāʾ, Sheba, שְׁבָא‎, Sabaʾ, سَبَأ",–,–,–,–,state,"Yemen, Arabian Peninsula",–,–
2023-03-31-(17-44-13),new,1129,Šamuḫa,"Šamuḫa, Samuha, Kayalıpınar",–,39.6211275815024,36.52823160538027,–,city,Turkey,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Samuha (Kayalıpınar)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Šamuḫa/Kayalıpınar</a>"
2023-04-04-(19-31-17),new,1130,Shiloh,"Shiloh, Shilo, Šīlō, Silo, שִׁלֹה, שִׁילֹה, שִׁלוֹ, שִׁילוֹ, Tel Shiloh, Khirbet Seilun, Khirbat Seilun, Khirbat Saylūn, Khirbat Saylun",–,32.05617216725297,35.28987956212205,–,city,"Canaan, Bīt-Ḫumrî, West Bank, Palestine",–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Shiloh (Tell Shiloh / Khirbet Seilun)</a>, <a href='https://pleiades.stoa.org/places/688028' target='_blank'>Pleiades: Silo</a>"
2023-04-13-(18-48-17),new,1131,Başbük,Başbük,1,37.35539,39.28069,–,monument,"Tušḫan, Turkey",–,"<a href='https://www.geonames.org/321974/basbuek.html' target='_blank'>Geonames: Başbük</a>, <a href='https://pleiades.stoa.org/places/903458730' target='_blank'>Pleiades: Başbük</a>, <a href='https://www.asor.org/anetoday/2023/04/basbuk-rock-wall-panel' target='_blank'>Önal – Uludağ – Koyuncu – Adalı (2023): The Başbük Rock Wall Panel: Serving Empire, Honoring Syro-Anatolian Gods. The Ancient Near East Today 11/4</a>, <a href='https://doi.org/10.15184/aqy.2022.48' target='_blank'>Önal – Uludağ – Koyuncu – Adalı (2022): An Assyrianised rock wall panel with figures at Başbük in south-eastern Turkey. Antiquity 96/387</a>"
2023-05-11-(21-43-52),new,1132,Bīt-kāri,"Bīt-kāri, Bit-kari, Bēt-kāri, Bet-kari, Bīt-karrāja, Bīt-karrāia, Bīt-karraya, Bēt-karrāja, Bēt-karrāia, Bet-karraya",–,–,–,"É-ka-a-ri, 𒂍𒅗𒀀𒊑, É-ka-ri, 𒂍𒅗𒊑, KUR.É-ka-a-ri, 𒆳𒂍𒅗𒀀𒊑, KUR.É-KAR (?), 𒆳𒂍𒋼𒀀 (?), URU.É-KAR (?), 𒌷𒂍𒋼𒀀 (?), KUR.É-ka-ar-ra-a-a, 𒆳𒂍𒅗𒅈𒊏𒀀𒀀","territory (?), province (?)","Mādāja (?), Iran",–,"Bagg RGTC 7 3/1: 138–139, <a href='https://publikationen.badw.de/de/rla/index#9737' target='_blank'>Radner: RlA 11, p. 65 (no. 78)</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Bit-kari</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Bet-kari</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Bit-kari)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Bit-kari)</a>"
2023-05-12-(19-09-19),new,1133,Ḫadā-il,"Ḫadā-il, Ḫadaʾil, Hadaʾil",–,–,–,"URU.ḫa-da-0-a-ìl, URU.ḫa-da-o-a-ìl, 𒌷𒄩𒁕0𒀀𒀭",town,Northern Levant (?),–,"Bagg RGTC 7 3/2: 923 (Add. to Bagg RGTC 7 1), <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Hadaʾil</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Hadaʾil)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Hadaʾil)</a>"
2023-05-16-(18-19-44),new,1134,Malilatu,"Malilatu, Malilati, Amlilatu, Šululat",–,–,–,"URU.am-li-la-tu, 𒌷𒄠𒇷𒆷𒌅, URU.ma-li-la-ti, 𒌷𒈠𒇷𒆷𒋾, URU.ma-li-la-tu, 𒌷𒈠𒇷𒆷𒌅, LÚ.URU.ma-li-la-ta-a-a, 𒇽𒌷𒈠𒇷𒆷𒋫𒀀𒀀",city,"Bīt-Saʾalli, Babylonia, Iraq",–,"Bagg RGTC 7 3/1: 387, Parpola Toponyms: 15 (Amlilatu) and 338 (Šululat), <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Malilatu</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Malilatu</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Malilataya)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Malilati)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Malilati)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Malilatu)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Malilatu)</a>"
2023-09-07-(19-15-27),new,1135,Qarkasia,"Qarkasia, Karkasia, Kār-kaššî (?), Kar-kašši (?)",–,–,–,"KUR.qar-ka-si-a, 𒆳𒃼𒅗𒋛𒀀, KUR.kàr-ka-si-a, 𒆳𒃼𒅗𒋛𒀀, URU.qar-ka-si-a, 𒌷𒃼𒅗𒋛𒀀, URU.kàr-ka-si-a, 𒌷𒃼𒅗𒋛𒀀","city, country, territory","Mādāja, Iran",–,"Bagg RGTC 7 3/2: 470, Parpola Toponyms: 284, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Qarkasia)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Qarkasia)</a>"
2023-09-07-(20-19-40),new,1136,Uratas,"Uratas, Asadābād, اسد آباد, Orontes, Oroandes mountains, Alvand",–,34.78241,48.12012,"KUR.ú-ra-ta-as, 𒆳𒌑𒊏𒋫𒊍",country,"Mādāja, Iran",–,"Bagg RGTC 7 3/2: 601, <a href='https://www.geonames.org/142872/asadabad.html' target='_blank'>Geonames: Asadābād</a>, <a href='https://pleiades.stoa.org/places/902985' target='_blank'>Pleiades: Alvand/Orontes/Oroandes M.</a>, <a href='https://www.geonames.org/7394206/kuh-e-alvand.html' target='_blank'>Geonames: Kūh-e Alvand</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Uratas)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Uratas)</a>"
2023-11-08-(21-26-28),new,1137,Ḫašimur,"Ḫašimur, Hašimur, Jibāl Darāwishkah, Jabal Darawushka, Jibāl Darāwishkah, Silsilat Jibāl Dārah Wīshkah, Darewiškeh Mountains, جبال دراوشكه",–,34.27375,45.26632,"KUR.ḫa-ši-mur, 𒆳𒄩𒅆𒄯",mount,"Ḫašmar, Iraq",–,"Bagg RGTC 7 2/1: 218–219, Parpola Toponyms: 155, <a href='https://www.geonames.org/97192/jibal-darawishkah.html' target='_blank'>Geonames: Jibāl Darāwishkah</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Hašimur)</a>"
2023-11-16-(18-14-22),new,1138,Muski,"Muski, Musku, Muški, Mušku",–,–,–,"KUR.mu-us-ki, 𒆳𒈬𒊻𒆠, KUR.mu-uš-ki, 𒆳𒈬𒍑𒆠, KUR.muš-ki, 𒆳𒈲𒆠, KUR.muš-ka-a-ia.MEŠ, 𒆳𒈲𒅗𒀀𒅀𒈨𒌍, KUR.muš-ki.MEŠ, 𒆳𒈲𒆠𒈨𒌍","territory, country",Turkey,–,"Bagg RGTC 7 2/2: 432 (Musku 2), Parpola Toponyms: 252–253 (together with Bagg's Musku 1), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Musku)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Mušku)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Mušku)</a>"
2024-01-18-(19-47-39),new,1139,Eḫursaggalkurkurra,"Eḫursaggalkurkurra, Ehursaggalkurkurra, Eḫursagkurkurra, Ehursagkurkurra, “House, the Great Mountain of the Lands”",1,35.46111,43.26276,"é-ḫur-sag-kur-kur-ra, 𒂍𒄯𒊕𒆳𒆳𒊏, é-ḫur-sag-gal-kur-kur-ra, 𒂍𒄯𒊕𒃲𒆳𒆳𒊏, é-ḫur-sal-gal-kur-kur-ra, 𒂍𒄯𒊩𒃲𒆳𒆳𒊏",temple,"Assyria, Aššur province, Iraq",–,"George 1993: House Most High: 100, <a href='https://pleiades.stoa.org/places/457530554' target='_blank'>Pleiades: Temple of Aššur at Assur</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Ehursaggalkurkurra</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-temple/onebigfile.html' target='_blank'>ATAE Glossary: Temple (Ehursaggalkurkurra [CHAPEL OF AššUR IN EšARRA])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>SAAo Glossary: Temple (Ehursaggalkurkurra [CHAPEL OF AššUR IN EšARRA])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RINAP Glossary: Temple (Ehursaggalkurkurra)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RIAo Glossary: Temple (Ehursaggalkurkurra)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-temple/onebigfile.html' target='_blank'>ATAE Glossary: Temple (Ehursagkurkurra)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RIAo Glossary: Temple (Ehursagkurkurra)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-temple/onebigfile.html' target='_blank'>RINAP Glossary: Temple (Ehursagkurkurra)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-temple/onebigfile.html' target='_blank'>SAAo Glossary: Temple (Ehursagkurkurra)</a>"
2024-01-24-(18-21-04),new,1140,Arsindu,"Arsindu, Arsiandu",–,–,–,"URU.ár-si-an-du, 𒌷𒌒𒋛𒀭𒁺, URU.ár-si-in-du, 𒌷𒌒𒋛𒅔𒁺","city, fortified city","Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 65, Parpola Toponyms: 33, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arsiandu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arsindu)</a>"
2024-01-24-(20-02-47),new,1141,Nispi,"Nispi, Nišpi, Qandīl Dāġ, Silsilat Jibāl Qandīl, سلسلة جبال قنديل, Jabal Qandīl, جبل قنديل, Kūh-e Avromān (?), Jibāl Hawrāmān (?), Awroman (?), Azroman Dagh (?), Kūh-e Takht-e Ūrāmān (?), Kūh-e Owrāmān (?), Kūh-e Ūrāmān (?), جبال هورامان, کوه تخت اورامان",–,36.51709,45.01986,"KUR.ni-is-pi, 𒆳𒉌𒄑𒉿, KUR.ni-iš-pi, 𒆳𒉌𒅖𒉿, KUR.ni-ís-pi, 𒆳𒉌𒅖𒉿",mountains,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 439, Parpola Toponyms: 269 (Nišpi), <a href='https://www.geonames.org/6779211/silsilat-jibal-qandil.html' target='_blank'>Geonames: Silsilat Jibāl Qandīl</a>, <a href='https://www.geonames.org/95878/silsilat-jibal-hawraman.html' target='_blank'>Geonames: Silsilat Jibāl Hawrāmān</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Nispi)</a>"
